,Account Status,Duration,Credit History,Purpose,Credit Amount,Savings,Employment,Installment rate,Sex,Other debtors,Residence,Property,Age,Other installments,Housing,Number of credits,Job,Maintenance,Telephone,Foreign,Target
886,<200,24,critical account,business,2825,no,4 <= < 7 years,4,male single,none,3,no,34,none,own,2,skilled employee / official,2,yes,yes,1
887,<200,48,existing credits paid back duly till now,business,15672,<100,1 <= < 4 years,2,male single,none,2,car or other,23,none,own,1,skilled employee / official,1,yes,yes,0
888,no,36,critical account,car (new),6614,<100,>= 7 years,4,male single,none,4,car or other,34,none,own,2,management/ highly qualified employee,1,yes,yes,1
889,no,28,all credits at this bank paid back duly,car (used),7824,no,< 1 year,3,male single,guarantor,4,real estate,40,bank,rent,2,skilled employee / official,2,yes,yes,1
890,<0,27,critical account,business,2442,<100,>= 7 years,4,male single,none,4,car or other,43,store,own,4,management/ highly qualified employee,2,yes,yes,1
891,no,15,critical account,radio/television,1829,<100,>= 7 years,4,male single,none,4,car or other,46,none,own,2,skilled employee / official,1,yes,yes,1
892,<0,12,critical account,car (new),2171,<100,1 <= < 4 years,4,male single,none,4,savings agreement/life insurance,38,bank,own,2,unskilled - resident,1,none,no,1
893,<200,36,critical account,car (used),5800,<100,1 <= < 4 years,3,male single,none,4,car or other,34,none,own,2,skilled employee / official,1,yes,yes,1
894,no,18,critical account,radio/television,1169,no,1 <= < 4 years,4,male single,none,3,savings agreement/life insurance,29,none,own,2,skilled employee / official,1,yes,yes,1
895,no,36,delay in paying off,car (used),8947,no,4 <= < 7 years,3,male single,none,2,car or other,31,store,own,1,management/ highly qualified employee,2,yes,yes,1
896,<0,21,existing credits paid back duly till now,radio/television,2606,<100,< 1 year,4,female divorced/separated/married,none,4,savings agreement/life insurance,28,none,rent,1,management/ highly qualified employee,1,yes,yes,1
897,no,12,critical account,furniture/equipment,1592,>1000,4 <= < 7 years,3,female divorced/separated/married,none,2,savings agreement/life insurance,35,none,own,1,skilled employee / official,1,none,no,1
898,no,15,existing credits paid back duly till now,furniture/equipment,2186,no,4 <= < 7 years,1,female divorced/separated/married,none,4,real estate,33,bank,rent,1,unskilled - resident,1,none,yes,1
899,<0,18,existing credits paid back duly till now,furniture/equipment,4153,<100,1 <= < 4 years,2,male single,co-applicant,3,car or other,42,none,own,1,skilled employee / official,1,none,yes,0
900,<0,16,critical account,car (new),2625,<100,>= 7 years,2,male single,guarantor,4,savings agreement/life insurance,43,bank,rent,1,skilled employee / official,1,yes,yes,0
901,no,20,critical account,car (new),3485,no,< 1 year,2,male divorced/separated,none,4,real estate,44,none,own,2,skilled employee / official,1,yes,yes,1
902,no,36,critical account,car (used),10477,no,>= 7 years,2,male single,none,4,no,42,none,for free,2,skilled employee / official,1,none,yes,1
903,no,15,existing credits paid back duly till now,radio/television,1386,no,1 <= < 4 years,4,male married/widowed,none,2,real estate,40,none,rent,1,skilled employee / official,1,yes,yes,1
904,no,24,existing credits paid back duly till now,radio/television,1278,<100,>= 7 years,4,male single,none,1,real estate,36,none,own,1,management/ highly qualified employee,1,yes,yes,1
905,<0,12,existing credits paid back duly till now,radio/television,1107,<100,1 <= < 4 years,2,male single,none,2,real estate,20,none,rent,1,management/ highly qualified employee,2,yes,yes,1
906,<0,21,existing credits paid back duly till now,car (new),3763,no,4 <= < 7 years,2,male single,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,none,no,1
907,<200,36,existing credits paid back duly till now,education,3711,no,1 <= < 4 years,2,male married/widowed,none,2,car or other,27,none,own,1,skilled employee / official,1,none,yes,1
908,no,15,delay in paying off,car (used),3594,<100,< 1 year,1,female divorced/separated/married,none,2,savings agreement/life insurance,46,none,own,2,unskilled - resident,1,none,yes,1
909,<200,9,existing credits paid back duly till now,car (new),3195,no,1 <= < 4 years,1,female divorced/separated/married,none,2,real estate,33,none,own,1,unskilled - resident,1,none,yes,1
910,no,36,delay in paying off,radio/television,4454,<100,1 <= < 4 years,4,female divorced/separated/married,none,4,real estate,34,none,own,2,skilled employee / official,1,none,yes,1
911,<200,24,critical account,furniture/equipment,4736,<100,< 1 year,2,female divorced/separated/married,none,4,car or other,25,bank,own,1,unskilled - resident,1,none,yes,0
912,<200,30,existing credits paid back duly till now,radio/television,2991,no,>= 7 years,2,female divorced/separated/married,none,4,car or other,25,none,own,1,skilled employee / official,1,none,yes,1
913,no,11,existing credits paid back duly till now,business,2142,>1000,>= 7 years,1,male divorced/separated,none,2,real estate,28,none,own,1,skilled employee / official,1,yes,yes,1
914,<0,24,all credits at this bank paid back duly,business,3161,<100,1 <= < 4 years,4,male single,none,2,savings agreement/life insurance,31,none,rent,1,skilled employee / official,1,yes,yes,0
915,<200,48,no credits taken,others,18424,<100,1 <= < 4 years,1,female divorced/separated/married,none,2,savings agreement/life insurance,32,bank,own,1,management/ highly qualified employee,1,yes,no,0
916,no,10,existing credits paid back duly till now,car (used),2848,<500,1 <= < 4 years,1,male single,co-applicant,2,real estate,32,none,own,1,skilled employee / official,2,none,yes,1
917,<0,6,existing credits paid back duly till now,car (new),14896,<100,>= 7 years,1,male single,none,4,no,68,bank,own,1,management/ highly qualified employee,1,yes,yes,0
918,<0,24,existing credits paid back duly till now,furniture/equipment,2359,<500,unemployed,1,male divorced/separated,none,1,savings agreement/life insurance,33,none,own,1,skilled employee / official,1,none,yes,0
919,<0,24,existing credits paid back duly till now,furniture/equipment,3345,<100,>= 7 years,4,male single,none,2,savings agreement/life insurance,39,none,rent,1,management/ highly qualified employee,1,yes,yes,0
920,no,18,critical account,furniture/equipment,1817,<100,1 <= < 4 years,4,female divorced/separated/married,none,2,no,28,none,own,2,skilled employee / official,1,none,yes,1
921,no,48,delay in paying off,radio/television,12749,<1000,4 <= < 7 years,4,male single,none,1,car or other,37,none,own,1,management/ highly qualified employee,1,yes,yes,1
922,<0,9,existing credits paid back duly till now,radio/television,1366,<100,< 1 year,3,female divorced/separated/married,none,4,savings agreement/life insurance,22,none,rent,1,skilled employee / official,1,none,yes,0
923,<200,12,existing credits paid back duly till now,car (new),2002,<100,4 <= < 7 years,3,male single,none,4,savings agreement/life insurance,30,none,rent,1,skilled employee / official,2,yes,yes,1
924,<0,24,all credits at this bank paid back duly,furniture/equipment,6872,<100,< 1 year,2,male divorced/separated,none,1,savings agreement/life insurance,55,bank,own,1,skilled employee / official,1,yes,yes,0
925,<0,12,all credits at this bank paid back duly,car (new),697,<100,< 1 year,4,male single,none,2,car or other,46,bank,own,2,skilled employee / official,1,yes,yes,0
926,<0,18,critical account,furniture/equipment,1049,<100,< 1 year,4,female divorced/separated/married,none,4,savings agreement/life insurance,21,none,rent,1,skilled employee / official,1,none,yes,1
927,<0,48,existing credits paid back duly till now,car (used),10297,<100,4 <= < 7 years,4,male single,none,4,no,39,store,for free,3,skilled employee / official,2,yes,yes,0
928,no,30,existing credits paid back duly till now,radio/television,1867,no,>= 7 years,4,male single,none,4,car or other,58,none,own,1,skilled employee / official,1,yes,yes,1
929,<0,12,delay in paying off,car (new),1344,<100,1 <= < 4 years,4,male single,none,2,real estate,43,none,own,2,unskilled - resident,2,none,yes,1
930,<0,24,existing credits paid back duly till now,furniture/equipment,1747,<100,< 1 year,4,male single,co-applicant,1,savings agreement/life insurance,24,none,own,1,unskilled - resident,1,none,no,1
931,<200,9,existing credits paid back duly till now,radio/television,1670,<100,< 1 year,4,female divorced/separated/married,none,2,car or other,22,none,own,1,skilled employee / official,1,yes,yes,0
932,no,9,critical account,car (new),1224,<100,1 <= < 4 years,3,male single,none,1,real estate,30,none,own,2,skilled employee / official,1,none,yes,1
933,no,12,critical account,radio/television,522,<1000,>= 7 years,4,male single,none,4,savings agreement/life insurance,42,none,own,2,skilled employee / official,2,yes,yes,1
934,<0,12,existing credits paid back duly till now,radio/television,1498,<100,1 <= < 4 years,4,female divorced/separated/married,none,1,car or other,23,bank,own,1,skilled employee / official,1,none,yes,1
935,<200,30,delay in paying off,radio/television,1919,<500,< 1 year,4,male single,none,3,no,30,store,own,2,management/ highly qualified employee,1,none,yes,0
936,>200,9,existing credits paid back duly till now,radio/television,745,<100,1 <= < 4 years,3,female divorced/separated/married,none,2,real estate,28,none,own,1,unskilled - resident,1,none,yes,0
937,<200,6,existing credits paid back duly till now,radio/television,2063,<100,< 1 year,4,male married/widowed,none,3,car or other,30,none,rent,1,management/ highly qualified employee,1,yes,yes,1
938,<200,60,existing credits paid back duly till now,education,6288,<100,1 <= < 4 years,4,male single,none,4,no,42,none,for free,1,skilled employee / official,1,none,yes,0
939,no,24,critical account,car (used),6842,no,1 <= < 4 years,2,male single,none,4,savings agreement/life insurance,46,none,own,2,management/ highly qualified employee,2,yes,yes,1
940,no,12,existing credits paid back duly till now,car (new),3527,no,< 1 year,2,male single,none,3,savings agreement/life insurance,45,none,own,1,management/ highly qualified employee,2,yes,yes,1
941,no,10,existing credits paid back duly till now,car (new),1546,<100,1 <= < 4 years,3,male single,none,2,real estate,31,none,own,1,unskilled - resident,2,none,no,1
942,no,24,existing credits paid back duly till now,furniture/equipment,929,no,4 <= < 7 years,4,male single,none,2,car or other,31,store,own,1,skilled employee / official,1,yes,yes,1
943,no,4,critical account,car (new),1455,<100,4 <= < 7 years,2,male single,none,1,real estate,42,none,own,3,unskilled - resident,2,none,yes,1
944,<0,15,existing credits paid back duly till now,furniture/equipment,1845,<100,< 1 year,4,female divorced/separated/married,guarantor,1,savings agreement/life insurance,46,none,rent,1,skilled employee / official,1,none,yes,1
945,<200,48,no credits taken,car (new),8358,<1000,< 1 year,1,female divorced/separated/married,none,1,car or other,30,none,own,2,skilled employee / official,1,none,yes,1
946,<0,24,all credits at this bank paid back duly,furniture/equipment,3349,<1000,< 1 year,4,male single,none,4,no,30,none,for free,1,skilled employee / official,2,yes,yes,0
947,no,12,existing credits paid back duly till now,car (new),2859,no,unemployed,4,male single,none,4,no,38,none,own,1,management/ highly qualified employee,1,yes,yes,1
948,no,18,existing credits paid back duly till now,furniture/equipment,1533,<100,< 1 year,4,male married/widowed,co-applicant,1,savings agreement/life insurance,43,none,own,1,unskilled - resident,2,none,yes,0
949,no,24,existing credits paid back duly till now,radio/television,3621,<500,>= 7 years,2,male single,none,4,car or other,31,none,own,2,skilled employee / official,1,none,yes,0
950,<200,18,critical account,business,3590,<100,unemployed,3,male married/widowed,none,3,car or other,40,none,own,3,unemployed/ unskilled  - non-resident,2,yes,yes,1
951,<0,36,delay in paying off,business,2145,<100,4 <= < 7 years,2,male single,none,1,car or other,24,none,own,2,skilled employee / official,1,yes,yes,0
952,<200,24,existing credits paid back duly till now,car (used),4113,<1000,< 1 year,3,female divorced/separated/married,none,4,car or other,28,none,rent,1,skilled employee / official,1,none,yes,0
953,no,36,existing credits paid back duly till now,furniture/equipment,10974,<100,unemployed,4,female divorced/separated/married,none,2,car or other,26,none,own,2,management/ highly qualified employee,1,yes,yes,0
954,<0,12,existing credits paid back duly till now,car (new),1893,<100,1 <= < 4 years,4,female divorced/separated/married,guarantor,4,savings agreement/life insurance,29,none,own,1,skilled employee / official,1,yes,yes,1
955,<0,24,critical account,radio/television,1231,>1000,>= 7 years,4,female divorced/separated/married,none,4,savings agreement/life insurance,57,none,rent,2,management/ highly qualified employee,1,yes,yes,1
956,>200,30,critical account,radio/television,3656,no,>= 7 years,4,male single,none,4,savings agreement/life insurance,49,store,own,2,unskilled - resident,1,none,yes,1
957,<200,9,critical account,radio/television,1154,<100,>= 7 years,2,male single,none,4,real estate,37,none,own,3,unskilled - resident,1,none,yes,1
958,<0,28,existing credits paid back duly till now,car (new),4006,<100,1 <= < 4 years,3,male single,none,2,car or other,45,none,own,1,unskilled - resident,1,none,yes,0
959,<200,24,existing credits paid back duly till now,furniture/equipment,3069,<500,>= 7 years,4,male single,none,4,no,30,none,for free,1,skilled employee / official,1,none,yes,1
960,no,6,critical account,radio/television,1740,<100,>= 7 years,2,male married/widowed,none,2,real estate,30,none,rent,2,skilled employee / official,1,none,yes,1
961,<200,21,delay in paying off,car (new),2353,<100,1 <= < 4 years,1,male divorced/separated,none,4,savings agreement/life insurance,47,none,own,2,skilled employee / official,1,none,yes,1
962,no,15,existing credits paid back duly till now,car (new),3556,no,1 <= < 4 years,3,male single,none,2,no,29,none,own,1,skilled employee / official,1,none,yes,1
963,no,24,existing credits paid back duly till now,radio/television,2397,<1000,>= 7 years,3,male single,none,2,car or other,35,bank,own,2,skilled employee / official,1,yes,yes,0
964,<200,6,existing credits paid back duly till now,repairs,454,<100,< 1 year,3,male married/widowed,none,1,savings agreement/life insurance,22,none,own,1,unskilled - resident,1,none,yes,1
965,<200,30,existing credits paid back duly till now,radio/television,1715,no,1 <= < 4 years,4,female divorced/separated/married,none,1,car or other,26,none,own,1,skilled employee / official,1,none,yes,1
966,<200,27,critical account,radio/television,2520,<1000,1 <= < 4 years,4,male single,none,2,savings agreement/life insurance,23,none,own,2,unskilled - resident,1,none,yes,0
967,no,15,existing credits paid back duly till now,radio/television,3568,<100,>= 7 years,4,female divorced/separated/married,none,2,car or other,54,bank,rent,1,management/ highly qualified employee,1,yes,yes,1
968,no,42,existing credits paid back duly till now,radio/television,7166,no,4 <= < 7 years,2,male married/widowed,none,4,savings agreement/life insurance,29,none,rent,1,skilled employee / official,1,yes,yes,1
969,<0,11,critical account,car (new),3939,<100,1 <= < 4 years,1,male single,none,2,real estate,40,none,own,2,unskilled - resident,2,none,yes,1
970,<200,15,existing credits paid back duly till now,repairs,1514,<500,1 <= < 4 years,4,male single,guarantor,2,real estate,22,none,own,1,skilled employee / official,1,none,yes,1
971,no,24,existing credits paid back duly till now,car (new),7393,<100,1 <= < 4 years,1,male single,none,4,savings agreement/life insurance,43,none,own,1,unskilled - resident,2,none,yes,1
972,<0,24,all credits at this bank paid back duly,car (new),1193,<100,unemployed,1,female divorced/separated/married,co-applicant,4,no,29,none,rent,2,unemployed/ unskilled  - non-resident,1,none,yes,0
973,<0,60,existing credits paid back duly till now,business,7297,<100,>= 7 years,4,male single,co-applicant,4,no,36,none,rent,1,skilled employee / official,1,none,yes,0
974,no,30,critical account,radio/television,2831,<100,1 <= < 4 years,4,female divorced/separated/married,none,2,car or other,33,none,own,1,skilled employee / official,1,yes,yes,1
975,>200,24,existing credits paid back duly till now,radio/television,1258,<1000,1 <= < 4 years,3,female divorced/separated/married,none,3,car or other,57,none,own,1,unskilled - resident,1,none,yes,1
976,<200,6,existing credits paid back duly till now,radio/television,753,<100,1 <= < 4 years,2,female divorced/separated/married,guarantor,3,real estate,64,none,own,1,skilled employee / official,1,none,yes,1
977,<200,18,delay in paying off,business,2427,no,>= 7 years,4,male single,none,2,savings agreement/life insurance,42,none,own,2,skilled employee / official,1,none,yes,1
978,no,24,delay in paying off,car (new),2538,<100,>= 7 years,4,male single,none,4,car or other,47,none,own,2,unskilled - resident,2,none,yes,0
979,<200,15,all credits at this bank paid back duly,car (new),1264,<500,1 <= < 4 years,2,male married/widowed,none,2,savings agreement/life insurance,25,none,rent,1,skilled employee / official,1,none,yes,0
980,<200,30,critical account,furniture/equipment,8386,<100,4 <= < 7 years,2,male single,none,2,savings agreement/life insurance,49,none,own,1,skilled employee / official,1,none,yes,0
981,no,48,existing credits paid back duly till now,business,4844,<100,unemployed,3,male single,none,2,car or other,33,bank,rent,1,management/ highly qualified employee,1,yes,yes,0
982,>200,21,existing credits paid back duly till now,car (new),2923,<500,1 <= < 4 years,1,female divorced/separated/married,none,1,car or other,28,bank,own,1,management/ highly qualified employee,1,yes,yes,1
983,<0,36,existing credits paid back duly till now,car (used),8229,<100,1 <= < 4 years,2,male single,none,2,savings agreement/life insurance,26,none,own,1,skilled employee / official,2,none,yes,0
984,no,24,critical account,furniture/equipment,2028,<100,4 <= < 7 years,2,male single,none,2,savings agreement/life insurance,30,none,own,2,unskilled - resident,1,none,yes,1
985,<0,15,critical account,furniture/equipment,1433,<100,1 <= < 4 years,4,female divorced/separated/married,none,3,savings agreement/life insurance,25,none,rent,2,skilled employee / official,1,none,yes,1
986,>200,42,no credits taken,business,6289,<100,< 1 year,2,male divorced/separated,none,1,savings agreement/life insurance,33,none,own,2,skilled employee / official,1,none,yes,1
987,no,13,existing credits paid back duly till now,radio/television,1409,<500,unemployed,2,female divorced/separated/married,none,4,real estate,64,none,own,1,skilled employee / official,1,none,yes,1
988,<0,24,existing credits paid back duly till now,car (used),6579,<100,unemployed,4,male single,none,2,no,29,none,for free,1,management/ highly qualified employee,1,yes,yes,1
989,<200,24,critical account,radio/television,1743,<100,>= 7 years,4,male single,none,2,savings agreement/life insurance,48,none,own,2,unskilled - resident,1,none,yes,1
990,no,12,critical account,education,3565,no,< 1 year,2,male single,none,1,savings agreement/life insurance,37,none,own,2,unskilled - resident,2,none,yes,1
991,no,15,all credits at this bank paid back duly,radio/television,1569,<500,>= 7 years,4,male single,none,4,car or other,34,bank,own,1,unskilled - resident,2,none,yes,1
992,<0,18,existing credits paid back duly till now,radio/television,1936,no,4 <= < 7 years,2,male married/widowed,none,4,car or other,23,none,rent,2,unskilled - resident,1,none,yes,1
993,<0,36,existing credits paid back duly till now,furniture/equipment,3959,<100,unemployed,4,male single,none,3,savings agreement/life insurance,30,none,own,1,management/ highly qualified employee,1,yes,yes,1
994,no,12,existing credits paid back duly till now,car (new),2390,no,>= 7 years,4,male single,none,3,car or other,50,none,own,1,skilled employee / official,1,yes,yes,1
995,no,12,existing credits paid back duly till now,furniture/equipment,1736,<100,4 <= < 7 years,3,female divorced/separated/married,none,4,real estate,31,none,own,1,unskilled - resident,1,none,yes,1
996,<0,30,existing credits paid back duly till now,car (used),3857,<100,1 <= < 4 years,4,male divorced/separated,none,4,savings agreement/life insurance,40,none,own,1,management/ highly qualified employee,1,yes,yes,1
997,no,12,existing credits paid back duly till now,radio/television,804,<100,>= 7 years,4,male single,none,4,car or other,38,none,own,1,skilled employee / official,1,none,yes,1
998,<0,45,existing credits paid back duly till now,radio/television,1845,<100,1 <= < 4 years,4,male single,none,4,no,23,none,for free,1,skilled employee / official,1,yes,yes,0
999,<200,45,critical account,car (used),4576,<500,unemployed,3,male single,none,4,car or other,27,none,own,1,skilled employee / official,1,none,yes,1
